restinga_aberta,0,6,0,0,0,5,4,5,1,3,2,0,0,3,4,1,0,0,0,3,0,1,1,1,0,0,0,0
restinga_fechada,1,22,3,5,2,8,2,17,2,4,16,3,5,7,3,8,3,3,4,3,1,2,0,0,0,3,1,1
